"state","puma22","zcta","stab","ZIPName","PUMA22name","hus20","afact"
"State code","PUMA (2022)","ZIP census tabulation area","State abbr.","ZIP Code name","PUMA22 name","Total housing units (2020 Census)","puma22-to-zcta allocation factor"
"06","00101","94618","CA","Oakland, CA","Alameda County (North)--Berkeley & Albany Cities",26,0.0004 
"06","00101","94702","CA","Berkeley, CA","Alameda County (North)--Berkeley & Albany Cities",8202,0.1362 
"06","00101","94703","CA","Berkeley, CA","Alameda County (North)--Berkeley & Albany Cities",9662,0.1604 
"06","00101","94704","CA","Berkeley, CA","Alameda County (North)--Berkeley & Albany Cities",10350,0.1718 
"06","00101","94705","CA","Berkeley, CA","Alameda County (North)--Berkeley & Albany Cities",5400,0.0896 
"06","00101","94706","CA","Albany, CA","Alameda County (North)--Berkeley & Albany Cities",8369,0.1389 
"06","00101","94707","CA","Berkeley, CA","Alameda County (North)--Berkeley & Albany Cities",4048,0.0672 
"06","00101","94708","CA","Berkeley, CA","Alameda County (North)--Berkeley & Albany Cities",4054,0.0673 
"06","00101","94709","CA","Berkeley, CA","Alameda County (North)--Berkeley & Albany Cities",5743,0.0953 
"06","00101","94710","CA","Berkeley, CA","Alameda County (North)--Berkeley & Albany Cities",3840,0.0637 
"06","00101","94720","CA","Berkeley, CA","Alameda County (North)--Berkeley & Albany Cities",544,0.009 
"06","00111","94607","CA","Oakland, CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",13165,0.2532 
"06","00111","94608","CA","Emeryville, CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",9110,0.1752 
"06","00111","94609","CA","Oakland, CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",6719,0.1292 
"06","00111","94610","CA","Oakland, CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",6776,0.1303 
"06","00111","94611","CA","Oakland, CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",3129,0.0602 
"06","00111","94612","CA","Oakland, CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",11273,0.2168 
"06","00111","94618","CA","Oakland, CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",1763,0.0339 
"06","00111","94705","CA","Berkeley, CA","Alameda County (Northwest)--Oakland City (Downtown/West Oakland/North Oakland)",52,0.001 
"06","00112","94602","CA","Oakland, CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",8746,0.1776 
"06","00112","94605","CA","Oakland, CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",4460,0.0905 
"06","00112","94609","CA","Oakland, CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",4419,0.0897 
"06","00112","94610","CA","Oakland, CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",6561,0.1332 
"06","00112","94611","CA","Oakland, CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",12895,0.2618 
"06","00112","94618","CA","Oakland, CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",5998,0.1218 
"06","00112","94619","CA","Oakland, CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",5213,0.1058 
"06","00112","94704","CA","Berkeley, CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",60,0.0012 
"06","00112","94705","CA","Berkeley, CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",895,0.0182 
"06","00112","94720","CA","Berkeley, CA","Alameda County (Northwest)--Oakland City (Oakland Hills)",9,0.0002 
"06","00113","94601","CA","Oakland, CA","Alameda County (West)--Oakland City (Elmhurst/Central/East Oakland)",4123,0.1052 
"06","00113","94603","CA","Oakland, CA","Alameda County (West)--Oakland City (Elmhurst/Central/East Oakland)",10381,0.2649 
"06","00113","94605","CA","Oakland, CA","Alameda County (West)--Oakland City (Elmhurst/Central/East Oakland)",12325,0.3145 
"06","00113","94613","CA","Oakland, CA (PO boxes)","Alameda County (West)--Oakland City (Elmhurst/Central/East Oakland)",29,0.0007 
"06","00113","94619","CA","Oakland, CA","Alameda County (West)--Oakland City (Elmhurst/Central/East Oakland)",2231,0.0569 
"06","00113","94621","CA","Oakland, CA","Alameda County (West)--Oakland City (Elmhurst/Central/East Oakland)",10100,0.2577 
"06","00114","94501","CA","Alameda, CA","Alameda County (West)--San Leandro, Alameda, Emeryville & Piedmont Cities",27773,0.3566 
"06","00114","94502","CA","Alameda, CA","Alameda County (West)--San Leandro, Alameda, Emeryville & Piedmont Cities",5236,0.0672 
"06","00114","94577","CA","San Leandro, CA","Alameda County (West)--San Leandro, Alameda, Emeryville & Piedmont Cities",18020,0.2313 
"06","00114","94578","CA","San Leandro, CA","Alameda County (West)--San Leandro, Alameda, Emeryville & Piedmont Cities",8279,0.1063 
"06","00114","94579","CA","San Leandro, CA","Alameda County (West)--San Leandro, Alameda, Emeryville & Piedmont Cities",7108,0.0913 
"06","00114","94608","CA","Emeryville, CA","Alameda County (West)--San Leandro, Alameda, Emeryville & Piedmont Cities",7525,0.0966 
"06","00114","94610","CA","Oakland, CA","Alameda County (West)--San Leandro, Alameda, Emeryville & Piedmont Cities",894,0.0115 
"06","00114","94611","CA","Oakland, CA","Alameda County (West)--San Leandro, Alameda, Emeryville & Piedmont Cities",3003,0.0386 
"06","00114","94618","CA","Oakland, CA","Alameda County (West)--San Leandro, Alameda, Emeryville & Piedmont Cities",55,0.0007 
"06","00115","94541","CA","Hayward, CA","Alameda County (Northwest)--Castro Valley & Ashland",6978,0.1837 
"06","00115","94546","CA","Castro Valley, CA","Alameda County (Northwest)--Castro Valley & Ashland",17225,0.4535 
"06","00115","94552","CA","Castro Valley, CA","Alameda County (Northwest)--Castro Valley & Ashland",3789,0.0997 
"06","00115","94577","CA","San Leandro, CA","Alameda County (Northwest)--Castro Valley & Ashland",1,0 
"06","00115","94578","CA","San Leandro, CA","Alameda County (Northwest)--Castro Valley & Ashland",6774,0.1783 
"06","00115","94580","CA","San Lorenzo, CA","Alameda County (Northwest)--Castro Valley & Ashland",3201,0.0843 
"06","00115","94619","CA","Oakland, CA","Alameda County (Northwest)--Castro Valley & Ashland",18,0.0005 
"06","00116","94541","CA","Hayward, CA","Alameda County (Central)--Hayward City (East)",11266,0.3264 
"06","00116","94542","CA","Hayward, CA","Alameda County (Central)--Hayward City (East)",5201,0.1507 
"06","00116","94544","CA","Hayward, CA","Alameda County (Central)--Hayward City (East)",16417,0.4756 
"06","00116","94552","CA","Castro Valley, CA","Alameda County (Central)--Hayward City (East)",1256,0.0364 
"06","00116","94586","CA","Sunol, CA","Alameda County (Central)--Hayward City (East)",6,0.0002 
"06","00116","94587","CA","Union City, CA","Alameda County (Central)--Hayward City (East)",372,0.0108 
"06","00117","94538","CA","Fremont, CA","Alameda County (South)--Newark, Union City (West) & Fremont (West) Cities",12,0.0004 
"06","00117","94539","CA","Fremont, CA","Alameda County (South)--Newark, Union City (West) & Fremont (West) Cities",802,0.0245 
"06","00117","94555","CA","Fremont, CA","Alameda County (South)--Newark, Union City (West) & Fremont (West) Cities",7617,0.2324 
"06","00117","94560","CA","Newark, CA","Alameda County (South)--Newark, Union City (West) & Fremont (West) Cities",15372,0.4691 
"06","00117","94587","CA","Union City, CA","Alameda County (South)--Newark, Union City (West) & Fremont (West) Cities",8969,0.2737 
"06","00118","94536","CA","Fremont, CA","Alameda County (South)--Fremont (Northeast) & Union City (East) Cities",25475,0.5905 
"06","00118","94538","CA","Fremont, CA","Alameda County (South)--Fremont (Northeast) & Union City (East) Cities",908,0.021 
"06","00118","94544","CA","Hayward, CA","Alameda County (South)--Fremont (Northeast) & Union City (East) Cities",1,0 
"06","00118","94552","CA","Castro Valley, CA","Alameda County (South)--Fremont (Northeast) & Union City (East) Cities",19,0.0004 
"06","00118","94555","CA","Fremont, CA","Alameda County (South)--Fremont (Northeast) & Union City (East) Cities",4175,0.0968 
"06","00118","94587","CA","Union City, CA","Alameda County (South)--Fremont (Northeast) & Union City (East) Cities",12565,0.2912 
"06","00119","94539","CA","Fremont, CA","Alameda County (Central)--Pleasanton & Dublin (West) Cities",4,0.0001 
"06","00119","94552","CA","Castro Valley, CA","Alameda County (Central)--Pleasanton & Dublin (West) Cities",24,0.0005 
"06","00119","94566","CA","Pleasanton, CA","Alameda County (Central)--Pleasanton & Dublin (West) Cities",16841,0.3651 
"06","00119","94568","CA","Dublin, CA","Alameda County (Central)--Pleasanton & Dublin (West) Cities",15662,0.3396 
"06","00119","94586","CA","Sunol, CA","Alameda County (Central)--Pleasanton & Dublin (West) Cities",403,0.0087 
"06","00119","94588","CA","Pleasanton, CA","Alameda County (Central)--Pleasanton & Dublin (West) Cities",13191,0.286 
"06","00120","94505","CA","Discovery Bay, CA","Alameda County (East)--Livermore & Dublin (East) Cities",66,0.0016 
"06","00120","94514","CA","Byron, CA","Alameda County (East)--Livermore & Dublin (East) Cities",19,0.0004 
"06","00120","94550","CA","Livermore, CA","Alameda County (East)--Livermore & Dublin (East) Cities",18715,0.4416 
"06","00120","94551","CA","Livermore, CA","Alameda County (East)--Livermore & Dublin (East) Cities",14752,0.3481 
"06","00120","94568","CA","Dublin, CA","Alameda County (East)--Livermore & Dublin (East) Cities",8765,0.2068 
"06","00120","95377","CA","Tracy, CA","Alameda County (East)--Livermore & Dublin (East) Cities",25,0.0006 
"06","00120","95391","CA","Tracy, CA","Alameda County (East)--Livermore & Dublin (East) Cities",41,0.001 
"06","00121","94536","CA","Fremont, CA","Alameda County (South)--Fremont City (Southeast)",89,0.0023 
"06","00121","94538","CA","Fremont, CA","Alameda County (South)--Fremont City (Southeast)",21778,0.5665 
"06","00121","94539","CA","Fremont, CA","Alameda County (South)--Fremont City (Southeast)",16573,0.4311 
"06","00122","94541","CA","Hayward, CA","Alameda County (West)--Hayward City (West)",5235,0.1745 
"06","00122","94544","CA","Hayward, CA","Alameda County (West)--Hayward City (West)",8268,0.2756 
"06","00122","94545","CA","Hayward, CA","Alameda County (West)--Hayward City (West)",10428,0.3476 
"06","00122","94580","CA","San Lorenzo, CA","Alameda County (West)--Hayward City (West)",6065,0.2022 
"06","00123","94601","CA","Oakland, CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",12809,0.3368 
"06","00123","94602","CA","Oakland, CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",3815,0.1003 
"06","00123","94606","CA","Oakland, CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",17003,0.4471 
"06","00123","94610","CA","Oakland, CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",2025,0.0532 
"06","00123","94619","CA","Oakland, CA","Alameda County (Northwest)--Oakland City (San Antonio/Fruitvale)",2380,0.0626 
"06","00300"," ","CA","[not in a ZCTA]","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",192,0.0017 
"06","00300","89010","CA","Dyer, NV","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",10,0.0001 
"06","00300","89019","CA","Jean, NV","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",4,0 
"06","00300","89060","CA","Pahrump, NV","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",13,0.0001 
"06","00300","89061","CA","Pahrump, NV","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",29,0.0003 
"06","00300","92328","CA","Death Valley, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",302,0.0027 
"06","00300","92384","CA","Shoshone, CA (PO boxes)","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",28,0.0002 
"06","00300","92389","CA","Tecopa, CA (PO boxes)","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",148,0.0013 
"06","00300","93512","CA","Benton, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",141,0.0013 
"06","00300","93513","CA","Big Pine, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",898,0.008 
"06","00300","93514","CA","Bishop, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",6855,0.0612 
"06","00300","93517","CA","Bridgeport, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",660,0.0059 
"06","00300","93522","CA","Darwin, CA (PO boxes)","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",48,0.0004 
"06","00300","93526","CA","Independence, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",445,0.004 
"06","00300","93527","CA","Inyokern, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",13,0.0001 
"06","00300","93529","CA","June Lake, CA (PO boxes)","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",816,0.0073 
"06","00300","93530","CA","Keeler, CA (PO boxes)","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",66,0.0006 
"06","00300","93541","CA","Lee Vining, CA (PO boxes)","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",381,0.0034 
"06","00300","93545","CA","Lone Pine, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",1042,0.0093 
"06","00300","93546","CA","Mammoth Lakes, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",10192,0.091 
"06","00300","93549","CA","Olancha, CA (PO boxes)","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",201,0.0018 
"06","00300","93601","CA","Ahwahnee, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",66,0.0006 
"06","00300","93623","CA","Fish Camp, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",159,0.0014 
"06","00300","93653","CA","Raymond, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",48,0.0004 
"06","00300","95221","CA","Altaville, CA (PO boxes)","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",286,0.0026 
"06","00300","95222","CA","Angels Camp, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",2466,0.022 
"06","00300","95223","CA","Arnold, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",7391,0.066 
"06","00300","95224","CA","Avery, CA (PO boxes)","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",230,0.0021 
"06","00300","95225","CA","Burson, CA (PO boxes)","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",271,0.0024 
"06","00300","95226","CA","Campo Seco, CA (PO boxes)","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",16,0.0001 
"06","00300","95228","CA","Copperopolis, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",2739,0.0245 
"06","00300","95230","CA","Farmington, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",37,0.0003 
"06","00300","95232","CA","Glencoe, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",115,0.001 
"06","00300","95233","CA","Hathaway Pines, CA (PO boxes)","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",236,0.0021 
"06","00300","95236","CA","Linden, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",52,0.0005 
"06","00300","95245","CA","Mokelumne Hill, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",1236,0.011 
"06","00300","95246","CA","Mountain Ranch, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",838,0.0075 
"06","00300","95247","CA","Murphys, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",2438,0.0218 
"06","00300","95248","CA","Rail Road Flat, CA (PO boxes)","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",150,0.0013 
"06","00300","95249","CA","San Andreas, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",1826,0.0163 
"06","00300","95251","CA","Vallecito, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",329,0.0029 
"06","00300","95252","CA","Valley Springs, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",5769,0.0515 
"06","00300","95254","CA","Wallace, CA (PO boxes)","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",201,0.0018 
"06","00300","95255","CA","West Point, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",1107,0.0099 
"06","00300","95257","CA","Wilseyville, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",274,0.0024 
"06","00300","95305","CA","Big Oak Flat, CA (PO boxes)","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",198,0.0018 
"06","00300","95306","CA","Catheys Valley, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",461,0.0041 
"06","00300","95309","CA","Chinese Camp, CA (PO boxes)","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",5,0 
"06","00300","95310","CA","Columbia, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",953,0.0085 
"06","00300","95311","CA","Coulterville, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",1259,0.0112 
"06","00300","95318","CA","El Portal, CA (PO boxes)","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",252,0.0022 
"06","00300","95321","CA","Groveland, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",3587,0.032 
"06","00300","95325","CA","Hornitos, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",31,0.0003 
"06","00300","95327","CA","Jamestown, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",2941,0.0263 
"06","00300","95329","CA","La Grange, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",1256,0.0112 
"06","00300","95335","CA","Long Barn, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",1138,0.0102 
"06","00300","95338","CA","Mariposa, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",5645,0.0504 
"06","00300","95345","CA","Midpines, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",402,0.0036 
"06","00300","95346","CA","Mi Wuk Village, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",1357,0.0121 
"06","00300","95364","CA","Pinecrest, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",415,0.0037 
"06","00300","95369","CA","Snelling, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",64,0.0006 
"06","00300","95370","CA","Sonora, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",13556,0.121 
"06","00300","95372","CA","Soulsbyville, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",803,0.0072 
"06","00300","95375","CA","Strawberry, CA (PO boxes)","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",430,0.0038 
"06","00300","95379","CA","Tuolumne, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",1717,0.0153 
"06","00300","95383","CA","Twain Harte, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",3474,0.031 
"06","00300","95389","CA","Yosemite National Park, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",831,0.0074 
"06","00300","95601","CA","Amador City, CA (PO boxes)","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",152,0.0014 
"06","00300","95629","CA","Fiddletown, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",492,0.0044 
"06","00300","95640","CA","Ione, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",3716,0.0332 
"06","00300","95642","CA","Jackson, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",3617,0.0323 
"06","00300","95646","CA","Kirkwood, CA (PO boxes)","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",642,0.0057 
"06","00300","95665","CA","Pine Grove, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",2198,0.0196 
"06","00300","95666","CA","Pioneer, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",3735,0.0333 
"06","00300","95669","CA","Plymouth, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",1151,0.0103 
"06","00300","95675","CA","River Pines, CA (PO boxes)","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",199,0.0018 
"06","00300","95685","CA","Sutter Creek, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",2403,0.0215 
"06","00300","95689","CA","Volcano, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",762,0.0068 
"06","00300","95699","CA","Drytown, CA (PO boxes)","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",96,0.0009 
"06","00300","96107","CA","Coleville, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",615,0.0055 
"06","00300","96120","CA","Markleeville, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",586,0.0052 
"06","00300","96133","CA","Topaz, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",97,0.0009 
"06","00700"," ","CA","[not in a ZCTA]","Butte County--Chico City",5,0.0001 
"06","00700","95901","CA","Marysville, CA","Butte County--Chico City",151,0.0017 
"06","00700","95914","CA","Bangor, CA","Butte County--Chico City",284,0.0032 
"06","00700","95916","CA","Berry Creek, CA","Butte County--Chico City",999,0.0111 
"06","00700","95917","CA","Biggs, CA","Butte County--Chico City",1203,0.0133 
"06","00700","95926","CA","Chico, CA","Butte County--Chico City",17759,0.197 
"06","00700","95928","CA","Chico, CA","Butte County--Chico City",17392,0.193 
"06","00700","95930","CA","Clipper Mills, CA","Butte County--Chico City",162,0.0018 
"06","00700","95938","CA","Durham, CA","Butte County--Chico City",1520,0.0169 
"06","00700","95941","CA","Forbestown, CA","Butte County--Chico City",189,0.0021 
"06","00700","95942","CA","Forest Ranch, CA","Butte County--Chico City",1020,0.0113 
"06","00700","95948","CA","Gridley, CA","Butte County--Chico City",4126,0.0458 
"06","00700","95954","CA","Magalia, CA","Butte County--Chico City",3870,0.0429 
"06","00700","95958","CA","Nelson, CA (PO boxes)","Butte County--Chico City",15,0.0002 
"06","00700","95965","CA","Oroville, CA","Butte County--Chico City",8219,0.0912 
"06","00700","95966","CA","Oroville, CA","Butte County--Chico City",13189,0.1463 
"06","00700","95968","CA","Palermo, CA","Butte County--Chico City",552,0.0061 
"06","00700","95969","CA","Paradise, CA","Butte County--Chico City",2910,0.0323 
"06","00700","95973","CA","Chico, CA","Butte County--Chico City",16446,0.1825 
"06","00700","95974","CA","Richvale, CA (PO boxes)","Butte County--Chico City",55,0.0006 
"06","00700","95978","CA","Stirling City, CA (PO boxes)","Butte County--Chico City",67,0.0007 
"06","01100"," ","CA","[not in a ZCTA]","Colusa, Glenn, Tehama & Trinity Counties",44,0.0008 
"06","01100","95526","CA","Bridgeville, CA","Colusa, Glenn, Tehama & Trinity Counties",102,0.0019 
"06","01100","95527","CA","Burnt Ranch, CA","Colusa, Glenn, Tehama & Trinity Counties",410,0.0075 
"06","01100","95552","CA","Mad River, CA","Colusa, Glenn, Tehama & Trinity Counties",513,0.0094 
"06","01100","95563","CA","Salyer, CA (PO boxes)","Colusa, Glenn, Tehama & Trinity Counties",320,0.0059 
"06","01100","95595","CA","Zenia, CA","Colusa, Glenn, Tehama & Trinity Counties",163,0.003 
"06","01100","95645","CA","Knights Landing, CA","Colusa, Glenn, Tehama & Trinity Counties",33,0.0006 
"06","01100","95912","CA","Arbuckle, CA","Colusa, Glenn, Tehama & Trinity Counties",1604,0.0294 
"06","01100","95913","CA","Artois, CA (PO boxes)","Colusa, Glenn, Tehama & Trinity Counties",139,0.0025 
"06","01100","95920","CA","Butte City, CA","Colusa, Glenn, Tehama & Trinity Counties",120,0.0022 
"06","01100","95932","CA","Colusa, CA","Colusa, Glenn, Tehama & Trinity Counties",3073,0.0564 
"06","01100","95939","CA","Elk Creek, CA","Colusa, Glenn, Tehama & Trinity Counties",247,0.0045 
"06","01100","95943","CA","Glenn, CA","Colusa, Glenn, Tehama & Trinity Counties",343,0.0063 
"06","01100","95950","CA","Grimes, CA (PO boxes)","Colusa, Glenn, Tehama & Trinity Counties",169,0.0031 
"06","01100","95951","CA","Hamilton City, CA (PO boxes)","Colusa, Glenn, Tehama & Trinity Counties",751,0.0138 
"06","01100","95955","CA","Maxwell, CA (PO boxes)","Colusa, Glenn, Tehama & Trinity Counties",542,0.0099 
"06","01100","95957","CA","Meridian, CA","Colusa, Glenn, Tehama & Trinity Counties",12,0.0002 
"06","01100","95963","CA","Orland, CA","Colusa, Glenn, Tehama & Trinity Counties",5968,0.1095 
"06","01100","95970","CA","Princeton, CA","Colusa, Glenn, Tehama & Trinity Counties",235,0.0043 
"06","01100","95973","CA","Chico, CA","Colusa, Glenn, Tehama & Trinity Counties",32,0.0006 
"06","01100","95979","CA","Stonyford, CA","Colusa, Glenn, Tehama & Trinity Counties",420,0.0077 
"06","01100","95987","CA","Williams, CA","Colusa, Glenn, Tehama & Trinity Counties",2089,0.0383 
"06","01100","95988","CA","Willows, CA","Colusa, Glenn, Tehama & Trinity Counties",3534,0.0648 
"06","01100","96010","CA","Big Bar, CA","Colusa, Glenn, Tehama & Trinity Counties",118,0.0022 
"06","01100","96021","CA","Corning, CA","Colusa, Glenn, Tehama & Trinity Counties",6514,0.1195 
"06","01100","96022","CA","Cottonwood, CA","Colusa, Glenn, Tehama & Trinity Counties",3631,0.0666 
"06","01100","96024","CA","Douglas City, CA","Colusa, Glenn, Tehama & Trinity Counties",517,0.0095 
"06","01100","96029","CA","Flournoy, CA","Colusa, Glenn, Tehama & Trinity Counties",57,0.001 
"06","01100","96035","CA","Gerber, CA","Colusa, Glenn, Tehama & Trinity Counties",1238,0.0227 
"06","01100","96041","CA","Hayfork, CA","Colusa, Glenn, Tehama & Trinity Counties",1841,0.0338 
"06","01100","96046","CA","Hyampom, CA (PO boxes)","Colusa, Glenn, Tehama & Trinity Counties",188,0.0034 
"06","01100","96048","CA","Junction City, CA","Colusa, Glenn, Tehama & Trinity Counties",357,0.0065 
"06","01100","96052","CA","Lewiston, CA","Colusa, Glenn, Tehama & Trinity Counties",863,0.0158 
"06","01100","96055","CA","Los Molinos, CA","Colusa, Glenn, Tehama & Trinity Counties",1732,0.0318 
"06","01100","96059","CA","Manton, CA","Colusa, Glenn, Tehama & Trinity Counties",181,0.0033 
"06","01100","96061","CA","Mill Creek, CA","Colusa, Glenn, Tehama & Trinity Counties",159,0.0029 
