"zcta","state","puma22","stab","ZIPName","PUMA22name","pop20","afact"
"ZIP census tabulation area","State code","PUMA (2022)","State abbr.","ZIP Code name","PUMA22 name","Total population (2020 Census)","zcta-to-puma22 allocation factor"
"91377","06","11102","CA","Oak Park, CA","Ventura County (Southeast)--Thousand Oaks City",13898,1 
"91381","06","03772","CA","Stevenson Ranch, CA","Los Angeles County (North/Unincorporated)--Castaic",20862,1 
"91384","06","03772","CA","Castaic, CA","Los Angeles County (North/Unincorporated)--Castaic",28585,1 
"91387","06","03709","CA","Canyon Country, CA","Los Angeles County (Central)--San Gabriel Valley Region (North)",29,0.0006 
"91387","06","03771","CA","Canyon Country, CA","Los Angeles County (Northwest)--Santa Clarita City (South)",45673,0.9983 
"91387","06","03772","CA","Canyon Country, CA","Los Angeles County (North/Unincorporated)--Castaic",47,0.001 
"91390","06","03771","CA","Santa Clarita, CA","Los Angeles County (Northwest)--Santa Clarita City (South)",435,0.0216 
"91390","06","03772","CA","Santa Clarita, CA","Los Angeles County (North/Unincorporated)--Castaic",5163,0.2565 
"91390","06","03773","CA","Santa Clarita, CA","Los Angeles County (Northwest)--Santa Clarita City (North)",14530,0.7219 
"91401","06","03722","CA","Van Nuys, CA","Los Angeles County (Northwest)--LA City (North Central/Van Nuys & North Sherman Oaks)",39621,1 
"91402","06","03723","CA","Panorama City, CA","Los Angeles County (North)--LA City (North Central/Mission Hills & Panorama City) PUM",70140,1 
"91403","06","03722","CA","Sherman Oaks, CA","Los Angeles County (Northwest)--LA City (North Central/Van Nuys & North Sherman Oaks)",6302,0.2488 
"91403","06","03775","CA","Sherman Oaks, CA","Los Angeles County (Central)--LA City (Central)",19027,0.7512 
"91405","06","03722","CA","Van Nuys, CA","Los Angeles County (Northwest)--LA City (North Central/Van Nuys & North Sherman Oaks)",55319,1 
"91406","06","03722","CA","Van Nuys, CA","Los Angeles County (Northwest)--LA City (North Central/Van Nuys & North Sherman Oaks)",25853,0.4855 
"91406","06","03723","CA","Van Nuys, CA","Los Angeles County (North)--LA City (North Central/Mission Hills & Panorama City) PUM",3064,0.0575 
"91406","06","03724","CA","Van Nuys, CA","Los Angeles County (Northwest)--LA City (Northwest/Encino & Tarzana)",24335,0.457 
"91411","06","03722","CA","Van Nuys, CA","Los Angeles County (Northwest)--LA City (North Central/Van Nuys & North Sherman Oaks)",24984,1 
"91423","06","03722","CA","Sherman Oaks, CA","Los Angeles County (Northwest)--LA City (North Central/Van Nuys & North Sherman Oaks)",12045,0.3691 
"91423","06","03775","CA","Sherman Oaks, CA","Los Angeles County (Central)--LA City (Central)",20590,0.6309 
"91436","06","03724","CA","Encino, CA","Los Angeles County (Northwest)--LA City (Northwest/Encino & Tarzana)",10335,0.6804 
"91436","06","03775","CA","Encino, CA","Los Angeles County (Central)--LA City (Central)",4854,0.3196 
"91501","06","03720","CA","Burbank, CA","Los Angeles County (Central)--Burbank City",21157,1 
"91502","06","03720","CA","Burbank, CA","Los Angeles County (Central)--Burbank City",11665,1 
"91504","06","03708","CA","Burbank, CA","Los Angeles County (North)--LA City (Northeast/Sunland, Sun Valley & Tujunga)",3360,0.1259 
"91504","06","03720","CA","Burbank, CA","Los Angeles County (Central)--Burbank City",23318,0.8741 
"91505","06","03708","CA","Burbank, CA","Los Angeles County (North)--LA City (Northeast/Sunland, Sun Valley & Tujunga)",512,0.0158 
"91505","06","03720","CA","Burbank, CA","Los Angeles County (Central)--Burbank City",31859,0.9842 
"91506","06","03720","CA","Burbank, CA","Los Angeles County (Central)--Burbank City",19338,1 
"91601","06","03721","CA","North Hollywood, CA","Los Angeles County (North)--LA City (Northeast/North Hollywood & Valley Village)",39429,1 
"91602","06","03721","CA","North Hollywood, CA","Los Angeles County (North)--LA City (Northeast/North Hollywood & Valley Village)",6341,0.3227 
"91602","06","03775","CA","North Hollywood, CA","Los Angeles County (Central)--LA City (Central)",13306,0.6773 
"91604","06","03775","CA","Studio City, CA","Los Angeles County (Central)--LA City (Central)",30947,1 
"91605","06","03708","CA","North Hollywood, CA","Los Angeles County (North)--LA City (Northeast/Sunland, Sun Valley & Tujunga)",33017,0.6076 
"91605","06","03721","CA","North Hollywood, CA","Los Angeles County (North)--LA City (Northeast/North Hollywood & Valley Village)",21324,0.3924 
"91606","06","03721","CA","North Hollywood, CA","Los Angeles County (North)--LA City (Northeast/North Hollywood & Valley Village)",42736,0.9723 
"91606","06","03722","CA","North Hollywood, CA","Los Angeles County (Northwest)--LA City (North Central/Van Nuys & North Sherman Oaks)",1219,0.0277 
"91607","06","03721","CA","Valley Village, CA","Los Angeles County (North)--LA City (Northeast/North Hollywood & Valley Village)",26118,0.8563 
"91607","06","03722","CA","Valley Village, CA","Los Angeles County (Northwest)--LA City (North Central/Van Nuys & North Sherman Oaks)",926,0.0304 
"91607","06","03775","CA","Valley Village, CA","Los Angeles County (Central)--LA City (Central)",3458,0.1134 
"91608","06","03775","CA","Universal City, CA","Los Angeles County (Central)--LA City (Central)",37,1 
"91701","06","07111","CA","Rancho Cucamonga, CA","San Bernardino County (Southwest)--Rancho Cucamonga City",38778,1 
"91702","06","03709","CA","Azusa, CA","Los Angeles County (Central)--San Gabriel Valley Region (North)",158,0.0025 
"91702","06","03710","CA","Azusa, CA","Los Angeles County--Baldwin Park, Azusa, Duarte & Irwindale Cities",62159,0.9973 
"91702","06","03711","CA","Azusa, CA","Los Angeles County (East Central)--Glendora, Claremont, San Dimas & La Verne Cities P",11,0.0002 
"91706","06","03710","CA","Baldwin Park, CA","Los Angeles County--Baldwin Park, Azusa, Duarte & Irwindale Cities",64113,0.8745 
"91706","06","03715","CA","Baldwin Park, CA","Los Angeles County (East Central)--West Covina City",5392,0.0735 
"91706","06","03716","CA","Baldwin Park, CA","Los Angeles County (East Central)--La Puente & Industry Cities",3808,0.0519 
"91708","06","07119","CA","Chino, CA","San Bernardino County (Southwest)--Chino & Chino Hills Cities",14381,1 
"91709","06","03712","CA","Chino Hills, CA","Los Angeles County (East Central)--Pomona City",119,0.0015 
"91709","06","07119","CA","Chino Hills, CA","San Bernardino County (Southwest)--Chino & Chino Hills Cities",78411,0.9985 
"91710","06","07118","CA","Chino, CA","San Bernardino County (Southwest)--Ontario City",5583,0.0676 
"91710","06","07119","CA","Chino, CA","San Bernardino County (Southwest)--Chino & Chino Hills Cities",76993,0.9324 
"91711","06","03711","CA","Claremont, CA","Los Angeles County (East Central)--Glendora, Claremont, San Dimas & La Verne Cities P",37877,0.9936 
"91711","06","03712","CA","Claremont, CA","Los Angeles County (East Central)--Pomona City",245,0.0064 
"91722","06","03710","CA","Covina, CA","Los Angeles County--Baldwin Park, Azusa, Duarte & Irwindale Cities",2553,0.0707 
"91722","06","03711","CA","Covina, CA","Los Angeles County (East Central)--Glendora, Claremont, San Dimas & La Verne Cities P",1344,0.0372 
"91722","06","03713","CA","Covina, CA","Los Angeles County (East Central)--Covina & Walnut Cities",31395,0.8694 
"91722","06","03715","CA","Covina, CA","Los Angeles County (East Central)--West Covina City",819,0.0227 
"91723","06","03713","CA","Covina, CA","Los Angeles County (East Central)--Covina & Walnut Cities",19653,1 
"91724","06","03711","CA","Covina, CA","Los Angeles County (East Central)--Glendora, Claremont, San Dimas & La Verne Cities P",10855,0.3994 
"91724","06","03713","CA","Covina, CA","Los Angeles County (East Central)--Covina & Walnut Cities",16325,0.6006 
"91730","06","07111","CA","Rancho Cucamonga, CA","San Bernardino County (Southwest)--Rancho Cucamonga City",68883,1 
"91731","06","03717","CA","El Monte, CA","Los Angeles County (East Central)--Arcadia, San Gabriel & Temple City Cities",373,0.0132 
"91731","06","03737","CA","El Monte, CA","Los Angeles County (Central)--Monterey Park & Rosemead Cities",82,0.0029 
"91731","06","03738","CA","El Monte, CA","Los Angeles County (Central)--El Monte & South El Monte Cities",27742,0.9839 
"91732","06","03738","CA","El Monte, CA","Los Angeles County (Central)--El Monte & South El Monte Cities",60137,1 
"91733","06","03716","CA","South El Monte, CA","Los Angeles County (East Central)--La Puente & Industry Cities",2764,0.0658 
"91733","06","03737","CA","South El Monte, CA","Los Angeles County (Central)--Monterey Park & Rosemead Cities",11,0.0003 
"91733","06","03738","CA","South El Monte, CA","Los Angeles County (Central)--El Monte & South El Monte Cities",39215,0.9339 
"91737","06","07104","CA","Rancho Cucamonga, CA","San Bernardino County (Southwest)--Phelan, Lake Arrowhead & Big Bear City",53,0.0022 
"91737","06","07111","CA","Rancho Cucamonga, CA","San Bernardino County (Southwest)--Rancho Cucamonga City",24515,0.9978 
"91739","06","07104","CA","Rancho Cucamonga, CA","San Bernardino County (Southwest)--Phelan, Lake Arrowhead & Big Bear City",131,0.0031 
"91739","06","07111","CA","Rancho Cucamonga, CA","San Bernardino County (Southwest)--Rancho Cucamonga City",42280,0.9969 
"91740","06","03710","CA","Glendora, CA","Los Angeles County--Baldwin Park, Azusa, Duarte & Irwindale Cities",1020,0.0383 
"91740","06","03711","CA","Glendora, CA","Los Angeles County (East Central)--Glendora, Claremont, San Dimas & La Verne Cities P",25624,0.9617 
"91741","06","03710","CA","Glendora, CA","Los Angeles County--Baldwin Park, Azusa, Duarte & Irwindale Cities",4793,0.1775 
"91741","06","03711","CA","Glendora, CA","Los Angeles County (East Central)--Glendora, Claremont, San Dimas & La Verne Cities P",22206,0.8225 
"91744","06","03715","CA","La Puente, CA","Los Angeles County (East Central)--West Covina City",22265,0.2721 
"91744","06","03716","CA","La Puente, CA","Los Angeles County (East Central)--La Puente & Industry Cities",59552,0.7279 
"91745","06","03714","CA","Hacienda Heights, CA","Los Angeles County--Diamond Bar, La Habra Heights (East) Cities & Rowland Heights PUM",14,0.0003 
"91745","06","03716","CA","Hacienda Heights, CA","Los Angeles County (East Central)--La Puente & Industry Cities",104,0.0019 
"91745","06","03739","CA","Hacienda Heights, CA","Los Angeles County (Southeast)--Whittier City & Hacienda Heights",54162,0.9978 
"91746","06","03716","CA","La Puente, CA","Los Angeles County (East Central)--La Puente & Industry Cities",29507,0.9999 
"91746","06","03739","CA","La Puente, CA","Los Angeles County (Southeast)--Whittier City & Hacienda Heights",2,0.0001 
"91748","06","03714","CA","Rowland Heights, CA","Los Angeles County--Diamond Bar, La Habra Heights (East) Cities & Rowland Heights PUM",44724,0.9997 
"91748","06","03716","CA","Rowland Heights, CA","Los Angeles County (East Central)--La Puente & Industry Cities",13,0.0003 
"91750","06","03709","CA","La Verne, CA","Los Angeles County (Central)--San Gabriel Valley Region (North)",3,0.0001 
"91750","06","03711","CA","La Verne, CA","Los Angeles County (East Central)--Glendora, Claremont, San Dimas & La Verne Cities P",33373,0.9999 
"91752","06","06514","CA","Mira Loma, CA","Riverside County (Northwest)--Jurupa Valley & Eastvale Cities",38610,1 
"91754","06","03737","CA","Monterey Park, CA","Los Angeles County (Central)--Monterey Park & Rosemead Cities",33300,1 
"91755","06","03737","CA","Monterey Park, CA","Los Angeles County (Central)--Monterey Park & Rosemead Cities",27637,1 
"91759","06","03709","CA","Mt Baldy, CA (PO boxes)","Los Angeles County (Central)--San Gabriel Valley Region (North)",74,0.1713 
"91759","06","07104","CA","Mt Baldy, CA (PO boxes)","San Bernardino County (Southwest)--Phelan, Lake Arrowhead & Big Bear City",358,0.8287 
"91761","06","07118","CA","Ontario, CA","San Bernardino County (Southwest)--Ontario City",60306,1 
"91762","06","07112","CA","Ontario, CA","San Bernardino County (Southwest)--Upland & Montclair Cities",2887,0.0462 
"91762","06","07118","CA","Ontario, CA","San Bernardino County (Southwest)--Ontario City",59637,0.9538 
"91763","06","07112","CA","Montclair, CA","San Bernardino County (Southwest)--Upland & Montclair Cities",37631,1 
"91764","06","07118","CA","Ontario, CA","San Bernardino County (Southwest)--Ontario City",55322,1 
"91765","06","03714","CA","Diamond Bar, CA","Los Angeles County--Diamond Bar, La Habra Heights (East) Cities & Rowland Heights PUM",46449,1 
"91766","06","03712","CA","Pomona, CA","Los Angeles County (East Central)--Pomona City",66364,0.9387 
"91766","06","07112","CA","Pomona, CA","San Bernardino County (Southwest)--Upland & Montclair Cities",4337,0.0613 
"91767","06","03711","CA","Pomona, CA","Los Angeles County (East Central)--Glendora, Claremont, San Dimas & La Verne Cities P",375,0.0073 
"91767","06","03712","CA","Pomona, CA","Los Angeles County (East Central)--Pomona City",51279,0.9927 
"91768","06","03712","CA","Pomona, CA","Los Angeles County (East Central)--Pomona City",33265,0.9353 
"91768","06","03713","CA","Pomona, CA","Los Angeles County (East Central)--Covina & Walnut Cities",2303,0.0647 
"91770","06","03737","CA","Rosemead, CA","Los Angeles County (Central)--Monterey Park & Rosemead Cities",57405,0.9671 
"91770","06","03738","CA","Rosemead, CA","Los Angeles County (Central)--El Monte & South El Monte Cities",541,0.0091 
"91770","06","03740","CA","Rosemead, CA","Los Angeles County (Central)--Pico Rivera & Montebello Cities",1414,0.0238 
"91773","06","03711","CA","San Dimas, CA","Los Angeles County (East Central)--Glendora, Claremont, San Dimas & La Verne Cities P",33156,0.9585 
"91773","06","03713","CA","San Dimas, CA","Los Angeles County (East Central)--Covina & Walnut Cities",1436,0.0415 
"91775","06","03717","CA","San Gabriel, CA","Los Angeles County (East Central)--Arcadia, San Gabriel & Temple City Cities",24252,1 
"91776","06","03717","CA","San Gabriel, CA","Los Angeles County (East Central)--Arcadia, San Gabriel & Temple City Cities",32767,0.8616 
"91776","06","03737","CA","San Gabriel, CA","Los Angeles County (Central)--Monterey Park & Rosemead Cities",5264,0.1384 
"91780","06","03717","CA","Temple City, CA","Los Angeles County (East Central)--Arcadia, San Gabriel & Temple City Cities",35727,0.9993 
"91780","06","03738","CA","Temple City, CA","Los Angeles County (Central)--El Monte & South El Monte Cities",24,0.0007 
"91784","06","07112","CA","Upland, CA","San Bernardino County (Southwest)--Upland & Montclair Cities",26718,1 
"91786","06","07112","CA","Upland, CA","San Bernardino County (Southwest)--Upland & Montclair Cities",55763,1 
"91789","06","03712","CA","Walnut, CA","Los Angeles County (East Central)--Pomona City",667,0.0162 
"91789","06","03713","CA","Walnut, CA","Los Angeles County (East Central)--Covina & Walnut Cities",28442,0.6898 
"91789","06","03714","CA","Walnut, CA","Los Angeles County--Diamond Bar, La Habra Heights (East) Cities & Rowland Heights PUM",12126,0.2941 
"91790","06","03713","CA","West Covina, CA","Los Angeles County (East Central)--Covina & Walnut Cities",124,0.0027 
"91790","06","03715","CA","West Covina, CA","Los Angeles County (East Central)--West Covina City",44713,0.9644 
"91790","06","03716","CA","West Covina, CA","Los Angeles County (East Central)--La Puente & Industry Cities",1527,0.0329 
"91791","06","03713","CA","West Covina, CA","Los Angeles County (East Central)--Covina & Walnut Cities",7280,0.2124 
"91791","06","03715","CA","West Covina, CA","Los Angeles County (East Central)--West Covina City",26987,0.7876 
"91792","06","03713","CA","West Covina, CA","Los Angeles County (East Central)--Covina & Walnut Cities",8313,0.2709 
"91792","06","03715","CA","West Covina, CA","Los Angeles County (East Central)--West Covina City",20448,0.6664 
"91792","06","03716","CA","West Covina, CA","Los Angeles County (East Central)--La Puente & Industry Cities",1922,0.0626 
"91801","06","03736","CA","Alhambra, CA","Los Angeles County (Central)--Alhambra & South Pasadena Cities",53669,1 
"91803","06","03736","CA","Alhambra, CA","Los Angeles County (Central)--Alhambra & South Pasadena Cities",29215,0.9946 
"91803","06","03737","CA","Alhambra, CA","Los Angeles County (Central)--Monterey Park & Rosemead Cities",159,0.0054 
"91901","06","07302","CA","Alpine, CA","San Diego County (North & East)--Fallbrook, Alpine & Valley Center",16499,0.9328 
"91901","06","07307","CA","Alpine, CA","San Diego County (Central)--Lakeside, Winter Gardens & Ramona",657,0.0371 
"91901","06","07328","CA","Alpine, CA","San Diego County (South Central)--Lemon Grove City, La Presa & Spring Valley",532,0.0301 
"91902","06","07329","CA","Bonita, CA","San Diego County (Southwest)--Sweetwater Region--Chula Vista City (East)",16345,0.913 
"91902","06","07330","CA","Bonita, CA","San Diego County (Southwest)--Chula Vista (West) & National City Cities",1557,0.087 
"91905","06","07302","CA","Boulevard, CA","San Diego County (North & East)--Fallbrook, Alpine & Valley Center",1799,1 
"91906","06","07302","CA","Campo, CA","San Diego County (North & East)--Fallbrook, Alpine & Valley Center",3904,1 
"91910","06","07329","CA","Chula Vista, CA","San Diego County (Southwest)--Sweetwater Region--Chula Vista City (East)",27821,0.3495 
"91910","06","07330","CA","Chula Vista, CA","San Diego County (Southwest)--Chula Vista (West) & National City Cities",51792,0.6505 
"91911","06","07322","CA","Chula Vista, CA","San Diego County (South)--San Diego City (South/Otay Mesa & South Bay)",158,0.0018 
"91911","06","07329","CA","Chula Vista, CA","San Diego County (Southwest)--Sweetwater Region--Chula Vista City (East)",16383,0.1917 
"91911","06","07330","CA","Chula Vista, CA","San Diego County (Southwest)--Chula Vista (West) & National City Cities",68901,0.8064 
"91913","06","07329","CA","Chula Vista, CA","San Diego County (Southwest)--Sweetwater Region--Chula Vista City (East)",55923,1 
"91914","06","07329","CA","Chula Vista, CA","San Diego County (Southwest)--Sweetwater Region--Chula Vista City (East)",17522,1 
"91915","06","07329","CA","Chula Vista, CA","San Diego County (Southwest)--Sweetwater Region--Chula Vista City (East)",33218,1 
"91916","06","07302","CA","Descanso, CA","San Diego County (North & East)--Fallbrook, Alpine & Valley Center",1720,1 
"91917","06","07302","CA","Dulzura, CA","San Diego County (North & East)--Fallbrook, Alpine & Valley Center",181,0.1607 
"91917","06","07328","CA","Dulzura, CA","San Diego County (South Central)--Lemon Grove City, La Presa & Spring Valley",945,0.8393 
"91931","06","07302","CA","Guatay, CA (PO boxes)","San Diego County (North & East)--Fallbrook, Alpine & Valley Center",481,1 
"91932","06","07310","CA","Imperial Beach, CA","San Diego County (West)--San Diego City (Southwest/Central Coastal)",1,0 
"91932","06","07322","CA","Imperial Beach, CA","San Diego County (South)--San Diego City (South/Otay Mesa & South Bay)",26012,1 
"91934","06","07302","CA","Jacumba, CA","San Diego County (North & East)--Fallbrook, Alpine & Valley Center",693,1 
"91935","06","07328","CA","Jamul, CA","San Diego County (South Central)--Lemon Grove City, La Presa & Spring Valley",8055,0.9111 
"91935","06","07329","CA","Jamul, CA","San Diego County (Southwest)--Sweetwater Region--Chula Vista City (East)",786,0.0889 
"91941","06","07313","CA","La Mesa, CA","San Diego County (Central)--El Cajon & Santee Cities",1178,0.0348 
"91941","06","07314","CA","La Mesa, CA","San Diego County (Central)--San Diego (East Central/Navajo) & La Mesa Cities",22339,0.6591 
"91941","06","07328","CA","La Mesa, CA","San Diego County (South Central)--Lemon Grove City, La Presa & Spring Valley",10378,0.3062 
"91942","06","07313","CA","La Mesa, CA","San Diego County (Central)--El Cajon & Santee Cities",8,0.0002 
"91942","06","07314","CA","La Mesa, CA","San Diego County (Central)--San Diego (East Central/Navajo) & La Mesa Cities",40805,0.9998 
"91945","06","07327","CA","Lemon Grove, CA","San Diego County (South)--San Diego City (Southeast/Encanto & Skyline)",387,0.0139 
"91945","06","07328","CA","Lemon Grove, CA","San Diego County (South Central)--Lemon Grove City, La Presa & Spring Valley",27427,0.9861 
"91948","06","07302","CA","Mount Laguna, CA (PO boxes)","San Diego County (North & East)--Fallbrook, Alpine & Valley Center",87,1 
"91950","06","07330","CA","National City, CA","San Diego County (Southwest)--Chula Vista (West) & National City Cities",57849,1 
"91962","06","07302","CA","Pine Valley, CA","San Diego County (North & East)--Fallbrook, Alpine & Valley Center",1860,1 
"91963","06","07302","CA","Potrero, CA","San Diego County (North & East)--Fallbrook, Alpine & Valley Center",1101,1 
"91977","06","07327","CA","Spring Valley, CA","San Diego County (South)--San Diego City (Southeast/Encanto & Skyline)",7238,0.1191 
"91977","06","07328","CA","Spring Valley, CA","San Diego County (South Central)--Lemon Grove City, La Presa & Spring Valley",52954,0.871 
"91977","06","07329","CA","Spring Valley, CA","San Diego County (Southwest)--Sweetwater Region--Chula Vista City (East)",603,0.0099 
"91978","06","07328","CA","Spring Valley, CA","San Diego County (South Central)--Lemon Grove City, La Presa & Spring Valley",9669,0.9719 
"91978","06","07329","CA","Spring Valley, CA","San Diego County (Southwest)--Sweetwater Region--Chula Vista City (East)",280,0.0281 
"91980","06","07302","CA","Tecate, CA","San Diego County (North & East)--Fallbrook, Alpine & Valley Center",145,1 
"92003","06","07301","CA","Bonsall, CA","San Diego County (Northwest)--Oceanside City & Camp Pendleton",460,0.0962 
"92003","06","07302","CA","Bonsall, CA","San Diego County (North & East)--Fallbrook, Alpine & Valley Center",4321,0.9038 
"92004","06","02500","CA","Borrego Springs, CA","Imperial County--El Centro City",3,0.0009 
"92004","06","07302","CA","Borrego Springs, CA","San Diego County (North & East)--Fallbrook, Alpine & Valley Center",3411,0.9991 
"92007","06","07326","CA","Cardiff By The Sea, CA","San Diego County (West)--San Diego (Northwest/San Dieguito) & Encinitas Cities",10981,1 
"92008","06","07324","CA","Carlsbad, CA","San Diego County (Northwest)--Carlsbad City",27282,1 
"92009","06","07324","CA","Carlsbad, CA","San Diego County (Northwest)--Carlsbad City",42272,0.9432 
"92009","06","07326","CA","Carlsbad, CA","San Diego County (West)--San Diego (Northwest/San Dieguito) & Encinitas Cities",2544,0.0568 
"92010","06","07324","CA","Carlsbad, CA","San Diego County (Northwest)--Carlsbad City",18887,1 
"92011","06","07324","CA","Carlsbad, CA","San Diego County (Northwest)--Carlsbad City",23757,1 
"92014","06","07310","CA","Del Mar, CA","San Diego County (West)--San Diego City (Southwest/Central Coastal)",3940,0.2984 
"92014","06","07311","CA","Del Mar, CA","San Diego County (West Central)--San Diego City (Northwest/Del Mar Mesa)",6761,0.5121 
"92014","06","07326","CA","Del Mar, CA","San Diego County (West)--San Diego (Northwest/San Dieguito) & Encinitas Cities",2502,0.1895 
"92019","06","07302","CA","El Cajon, CA","San Diego County (North & East)--Fallbrook, Alpine & Valley Center",265,0.0059 
"92019","06","07307","CA","El Cajon, CA","San Diego County (Central)--Lakeside, Winter Gardens & Ramona",2436,0.054 
"92019","06","07313","CA","El Cajon, CA","San Diego County (Central)--El Cajon & Santee Cities",27447,0.6085 
"92019","06","07328","CA","El Cajon, CA","San Diego County (South Central)--Lemon Grove City, La Presa & Spring Valley",14960,0.3316 
"92020","06","07313","CA","El Cajon, CA","San Diego County (Central)--El Cajon & Santee Cities",59543,0.9849 
"92020","06","07328","CA","El Cajon, CA","San Diego County (South Central)--Lemon Grove City, La Presa & Spring Valley",911,0.0151 
"92021","06","07307","CA","El Cajon, CA","San Diego County (Central)--Lakeside, Winter Gardens & Ramona",25558,0.3621 
"92021","06","07313","CA","El Cajon, CA","San Diego County (Central)--El Cajon & Santee Cities",45026,0.6379 
"92024","06","07326","CA","Encinitas, CA","San Diego County (West)--San Diego (Northwest/San Dieguito) & Encinitas Cities",51190,1 
"92025","06","07306","CA","Escondido, CA","San Diego County (Northwest)--Escondido City (East)",50498,0.9789 
"92025","06","07307","CA","Escondido, CA","San Diego County (Central)--Lakeside, Winter Gardens & Ramona",176,0.0034 
"92025","06","07308","CA","Escondido, CA","San Diego County (Central)--San Diego (Northeast/Rancho Bernardo) & Poway Cities",263,0.0051 
"92025","06","07325","CA","Escondido, CA","San Diego County (Northwest)--San Marcos & Escondido (West) Cities",649,0.0126 
"92026","06","07302","CA","Escondido, CA","San Diego County (North & East)--Fallbrook, Alpine & Valley Center",7291,0.1381 
"92026","06","07306","CA","Escondido, CA","San Diego County (Northwest)--Escondido City (East)",24659,0.4671 
"92026","06","07323","CA","Escondido, CA","San Diego County (Northwest)--Vista City",19,0.0004 
"92026","06","07325","CA","Escondido, CA","San Diego County (Northwest)--San Marcos & Escondido (West) Cities",20828,0.3945 
"92027","06","07302","CA","Escondido, CA","San Diego County (North & East)--Fallbrook, Alpine & Valley Center",18,0.0003 
"92027","06","07306","CA","Escondido, CA","San Diego County (Northwest)--Escondido City (East)",56822,0.9997 
"92028","06","06523","CA","Fallbrook, CA","Riverside County (Southwest)--Temecula City",38,0.0007 
"92028","06","07301","CA","Fallbrook, CA","San Diego County (Northwest)--Oceanside City & Camp Pendleton",1495,0.029 
"92028","06","07302","CA","Fallbrook, CA","San Diego County (North & East)--Fallbrook, Alpine & Valley Center",50081,0.9703 
"92029","06","07306","CA","Escondido, CA","San Diego County (Northwest)--Escondido City (East)",11484,0.5408 
"92029","06","07325","CA","Escondido, CA","San Diego County (Northwest)--San Marcos & Escondido (West) Cities",8966,0.4222 
"92029","06","07326","CA","Escondido, CA","San Diego County (West)--San Diego (Northwest/San Dieguito) & Encinitas Cities",786,0.037 
"92036","06","07302","CA","Julian, CA","San Diego County (North & East)--Fallbrook, Alpine & Valley Center",3735,1 
"92037","06","07310","CA","La Jolla, CA","San Diego County (West)--San Diego City (Southwest/Central Coastal)",30553,0.7405 
"92037","06","07312","CA","La Jolla, CA","San Diego County (Central)--San Diego City (Central/Mira Mesa & University Heights) P",10707,0.2595 
"92040","06","07307","CA","Lakeside, CA","San Diego County (Central)--Lakeside, Winter Gardens & Ramona",41573,0.9526 
"92040","06","07308","CA","Lakeside, CA","San Diego County (Central)--San Diego (Northeast/Rancho Bernardo) & Poway Cities",18,0.0004 
"92040","06","07313","CA","Lakeside, CA","San Diego County (Central)--El Cajon & Santee Cities",2049,0.047 
"92054","06","07301","CA","Oceanside, CA","San Diego County (Northwest)--Oceanside City & Camp Pendleton",38667,1 
"92055","06","07301","CA","Camp Pendleton, CA (PO boxes)","San Diego County (Northwest)--Oceanside City & Camp Pendleton",9684,1 
"92056","06","07301","CA","Oceanside, CA","San Diego County (Northwest)--Oceanside City & Camp Pendleton",37737,0.7021 
"92056","06","07323","CA","Oceanside, CA","San Diego County (Northwest)--Vista City",3419,0.0636 
"92056","06","07324","CA","Oceanside, CA","San Diego County (Northwest)--Carlsbad City",12594,0.2343 
"92057","06","07301","CA","Oceanside, CA","San Diego County (Northwest)--Oceanside City & Camp Pendleton",54580,0.9436 
"92057","06","07323","CA","Oceanside, CA","San Diego County (Northwest)--Vista City",3264,0.0564 
"92058","06","07301","CA","Oceanside, CA","San Diego County (Northwest)--Oceanside City & Camp Pendleton",45389,1 
"92059","06","07302","CA","Pala, CA","San Diego County (North & East)--Fallbrook, Alpine & Valley Center",1872,1 
"92060","06","07302","CA","Palomar Mountain, CA (PO boxes)","San Diego County (North & East)--Fallbrook, Alpine & Valley Center",288,1 
"92061","06","07302","CA","Pauma Valley, CA","San Diego County (North & East)--Fallbrook, Alpine & Valley Center",2246,1 
"92064","06","07307","CA","Poway, CA","San Diego County (Central)--Lakeside, Winter Gardens & Ramona",125,0.0026 
"92064","06","07308","CA","Poway, CA","San Diego County (Central)--San Diego (Northeast/Rancho Bernardo) & Poway Cities",48759,0.9974 
"92065","06","07302","CA","Ramona, CA","San Diego County (North & East)--Fallbrook, Alpine & Valley Center",47,0.0013 
"92065","06","07307","CA","Ramona, CA","San Diego County (Central)--Lakeside, Winter Gardens & Ramona",36070,0.9736 
"92065","06","07308","CA","Ramona, CA","San Diego County (Central)--San Diego (Northeast/Rancho Bernardo) & Poway Cities",930,0.0251 
"92066","06","07302","CA","Ranchita, CA","San Diego County (North & East)--Fallbrook, Alpine & Valley Center",330,1 
"92067","06","07326","CA","Rancho Santa Fe, CA (PO boxes)","San Diego County (West)--San Diego (Northwest/San Dieguito) & Encinitas Cities",9344,1 
"92069","06","07323","CA","San Marcos, CA","San Diego County (Northwest)--Vista City",762,0.0154 
"92069","06","07325","CA","San Marcos, CA","San Diego County (Northwest)--San Marcos & Escondido (West) Cities",48645,0.9846 
"92070","06","07302","CA","Santa Ysabel, CA","San Diego County (North & East)--Fallbrook, Alpine & Valley Center",1073,0.9817 
"92070","06","07307","CA","Santa Ysabel, CA","San Diego County (Central)--Lakeside, Winter Gardens & Ramona",20,0.0183 
"92071","06","07307","CA","Santee, CA","San Diego County (Central)--Lakeside, Winter Gardens & Ramona",5700,0.0947 
